Batch size: 128
Timestamp: 2025-08-31T23:05:02.358Z
Account: 0x063db350e4a19fb0cbb4edb7a6f546e28399b19c13eaa4fac304d0a6dbaeda62
Concurrency: 16
FeeToken: ETH  (maxFee buffer 30%)
tx_hash, status, block_number
0x685a273e43b8eba65d9f0a4ba167a0c60598fc4e536fcb39116cc7843d799e9, ACCEPTED_ON_L2, 1815780
0x516f46d8741e266f9d9647daf39c3a45f94d172aefb48b32538e0fc9e2c6f7c, ACCEPTED_ON_L2, 1815781
0x438f5a782ee63a55463fb28fcfe86b073ed1f0f82997847a4721af338957b53, ACCEPTED_ON_L2, 1815781
0x29e21eddc6a3938f0f6ecfeecb9c66cee75e634ce4cedeb342062f1147a3450, ACCEPTED_ON_L2, 1815781
0x3d821773da5ad5a25a9f6e9c907bce29972752369c2179d575d8459c32a9796, ACCEPTED_ON_L2, 1815781
0x5f546f6422ee3d2352185be2767e323cfb835d0f7da075b100dfae74222f279, ACCEPTED_ON_L2, 1815781
0x3c0ab77a2ea7182102f247dcb597599670a03bf94e5085813f25bb1e6b89c2c, ACCEPTED_ON_L2, 1815782
0xcfbae5ed27e7d93176529136ece2d3cfce7a21dedbf52a61cbf578ae50bc36, ACCEPTED_ON_L2, 1815782
0x2b2e377ce0991fa4d8b27bb7750353737662c1133f7d5aae31d29ac8ac411d5, ACCEPTED_ON_L2, 1815782
0x76c69f4b83775e814a13a1b0065817e306e109aa423ac9d0d7f176a5898b43b, ACCEPTED_ON_L2, 1815782
0x721b66ea2eac1f47d6f0ea03d197bb9d6dda7ca81bf246609ef49afec8456f6, ACCEPTED_ON_L2, 1815782
0x2b59199c75696d63e2602d93417c8f6e2cecba332236e3a754956b53c9e63b8, ACCEPTED_ON_L2, 1815783
0x5a1b56862b8894283c3b9a38220039887ffc5e293096537e17f04a1b79693e4, ACCEPTED_ON_L2, 1815783
0x67caca107f0223e63417acef90c657d1461b65c8ee103fc8dfb6dd71d0eba61, ACCEPTED_ON_L2, 1815783
0x4238c491b3072d085df320342519126cd84e2a65945dda4f2d29e1b543e30b8, ACCEPTED_ON_L2, 1815783
0x7f72f47b0ae167820fd3f4f1e9de4170b88705f70bb790922eb3d071a3801d1, ACCEPTED_ON_L2, 1815783
0x1c0dac157c9db84adc47f96f40e81476b8334025b8f15c25caf6b45650a7267, ACCEPTED_ON_L2, 1815784
0xe2fcff68953d5d95762d7f3b73c516cb30af8b87ffb86cad977eb0bc51b614, ACCEPTED_ON_L2, 1815784
0x3b0bf2db57c66429d633b0b40b0b5b15a4aa7f39869abfa67567cd5e1a37ab2, ACCEPTED_ON_L2, 1815784
0x6c6a421d745c497efb0afd0164bbcfb4868fcf91e56f5e16f52854898a6d91e, ACCEPTED_ON_L2, 1815784
0x6e288c20db8b37329ca318a431c2a2b97764e766f9c8d8d5c938b1a31fea221, ACCEPTED_ON_L2, 1815784
0x314913649aef92580342bc8841c587f3f0ae609d554a760c702b80fa23a7020, ACCEPTED_ON_L2, 1815785
0x7b01dca98e85894e9a8370146801176503a43ee01383396f8b56e1c3675b37b, ACCEPTED_ON_L2, 1815785
0x3b75497551ea8435014f5f68a210234683afef0e599f2dad505962c84f1aef6, ACCEPTED_ON_L2, 1815785
0x95f77fb3e898271caf11767c687d804a4290ca199cbd694537e5b9fc1a0e87, ACCEPTED_ON_L2, 1815785
0x14152eb9cf53b0344a71819b34f9c0d0e0e26df51509c4d4f8d163aad6ba415, ACCEPTED_ON_L2, 1815785
0x59ef2c58cc406e56593dc557276e07ab2775171e44c811105138ce593702961, ACCEPTED_ON_L2, 1815785
0x1df7904bf5f9c0f83354625250a9ec8fc0e7da48db69abda78b979f18fd4c75, ACCEPTED_ON_L2, 1815786
0x8ba8939415eeb37903f908603372e0e09cb1a33e6bf4dac18e852cd60e85dd, ACCEPTED_ON_L2, 1815786
0x26357ddd93f397c0d89162041a718a7137dc4b67e955964bf325b935190c38e, ACCEPTED_ON_L2, 1815786
0x62c2d7581478d3ac3845efba907efa65e597468c5d0f6fdba4f6f3e7639be94, ACCEPTED_ON_L2, 1815786
0x3071a4313bf737296b5a8561c51721f04c4070f5e54d61a8565edc840a0c25f, ACCEPTED_ON_L2, 1815786
0x69714420c730782e0df01be4999fe62fca98f7c6241d0fc9d64534e5a289820, ACCEPTED_ON_L2, 1815787
0x69d5b4cadf920abc3af20d79ccd44658ee6d8d5a27a1d3216af49652fde26f6, ACCEPTED_ON_L2, 1815787
0x289e7d1e917b0b7ac7147e8bec20e93bf88575f4a0c07f6480c7e80718fc32, ACCEPTED_ON_L2, 1815787
0x7bcc1ebd92a01d669125af03c214589624735d26d9873b5a13482cb65d228de, ACCEPTED_ON_L2, 1815787
0x5bceca2de890f7f728a0ae5263224ac4bebf99c7f9a4afdab46dd8a1927c601, ACCEPTED_ON_L2, 1815787
0x221dfafdec202d7252da14bc23336145cf89cb6b0611b83884a5ba41ce45095, ACCEPTED_ON_L2, 1815788
0x4460c48e3db53b3251a26183262a603e7a711e4cdc9071297c845a682cea74d, ACCEPTED_ON_L2, 1815788
0x2fb6e1f88b36b5c62b36c643bab8f5570cd135b2962794b8106fe7ae005c8b8, ACCEPTED_ON_L2, 1815788
0x36bb6d840aead3ddd6cff8f551e4d43580ec535f7b1567ce095cf6fd6bb880f, ACCEPTED_ON_L2, 1815788
0x1c7bfa162f8f6ac089242e162ff1aef56c32ba71e8f5e4d8bf985631b3d83d8, ACCEPTED_ON_L2, 1815788
0x15a98c43730bf5a5d42b3ea68960fd00bc1b2b0782141a0e6f6280818c9b789, ACCEPTED_ON_L2, 1815789
0x6f77aeb35bbfc7e6afcba7d106794beeec476bff1a5515007d4a03af8e4699d, ACCEPTED_ON_L2, 1815789
0x343bdaea9ef7c4c91a2b25182408e07b58a4a31819aa19ee4e6e5b7d05ec4d3, ACCEPTED_ON_L2, 1815790
0x1e01dc229e9919869ef7f5c47c12a0f4f7695e26d593aff1bc8668144271c53, ACCEPTED_ON_L2, 1815791
0x609140334b644bc783cb86ed998e14a57dde75433d80cde5ef9b4f93106a875, ACCEPTED_ON_L2, 1815791
0x4898a4930c08fb311c05a3cd9926d6166bce6d973935c07d14efc23b63ab0fb, ACCEPTED_ON_L2, 1815791
0x3527affc96294bad34d6dd73f32bd3ce90563fcd394b9c096dc83facaf66586, ACCEPTED_ON_L2, 1815791
0x317a7118c7fc8b7a0e47dd83faa4dc517621e6f1d8e8a23638be1369eb6e22d, ACCEPTED_ON_L2, 1815791
0x3267aa60aa7d0c657248d3a03205a05d37e6c167662c7eec2c8b4f930047a0b, ACCEPTED_ON_L2, 1815792
0x774567b2ad3757d83c71061de9039302a56274e8e26945915a8af27a7de8fe2, ACCEPTED_ON_L2, 1815792
0x87aa3372422331597f1d267f0dd4b656ae6fa6002943e2ed59e3963a67aac6, ACCEPTED_ON_L2, 1815792
0x1c5fc6404abd0fcb5ee12d8d9df0cd27327e549893fe951f4b1e9683a7eb2f, ACCEPTED_ON_L2, 1815792
0x45665c31727feb97a3c904d41b6f10bb334ff81cf291a00449a90e12de6b739, ACCEPTED_ON_L2, 1815792
0x7793216da04aaa101461ba2535206c10c58f6341a18257c2b80550ba491b141, ACCEPTED_ON_L2, 1815793
0x306da6db58c5bcc0b758010bc063106431e88bed419c642655de3832c914a0, ACCEPTED_ON_L2, 1815793
0x47ea5ab69cc123719e73415dd5cb9552e24936091030204ccbd8b97f05c8e08, ACCEPTED_ON_L2, 1815793
0x2acdcbf272d8dddc9122a8cbcabde0548687358f6661d4297bf235dc6af3f2, ACCEPTED_ON_L2, 1815793
0xc53043f31e59c64dc79423186047307da878ac826da6d6a4fd98f74f45565e, ACCEPTED_ON_L2, 1815793
0x6d2fc82017dc291e02b25033726304a394b46133b0e4119d87ae1ea7f4341ee, ACCEPTED_ON_L2, 1815793
0x4828bc0aa7073a85600b722ec615010a939597b9df02825429611e450a0cb1, ACCEPTED_ON_L2, 1815794
0x44f4fb217ec3435bf45cf8934e81d0579e3394cbb74ea9d03bef5f785a1a3ec, ACCEPTED_ON_L2, 1815794
0xe86885f1b12c6130f780f1b6348824c9a651e336b040ff1dc835d0bf0796e1, ACCEPTED_ON_L2, 1815794
0x60c02064495ad526840005c82aa9c5b5f9dafc9e603fb67b3134fdbc03ef65e, ACCEPTED_ON_L2, 1815794
0x2e4a2b75afa04339739444015875cda7a757413a96c1e340ba10d1d4af31c4, ACCEPTED_ON_L2, 1815794
0x4a44cbf2d2e3f3fb6a6a9efbe4796735bb9850bc516a365a59420b3989c84ef, ACCEPTED_ON_L2, 1815795
0x514cf953adeb667a7adef4e450a47f479ba7226b2fe0e3402613330ffea3ab8, ACCEPTED_ON_L2, 1815795
0x3dbb04a757c56b6248c2f95a0204ed79328b84f4afad5a89e0150fb94c9ff5, ACCEPTED_ON_L2, 1815795
0x148bf4e9eb4052445b36afbeee83499d91dbb5a6c0d1c0a98dc271de1940a38, ACCEPTED_ON_L2, 1815795
0x525d8910dbf0398081443ef6382102b977615197f191685af8cf881d4535058, ACCEPTED_ON_L2, 1815795
0x26ebcdedd27c93d0ff9476edb67bfb84d402b2265ed7e4cfc9c84e5c93bb4f, ACCEPTED_ON_L2, 1815796
0x3f2bf9ad4ab7c6c6d5fcfe91968bbb824b91cc6d0b6ef95ce170099f51d3683, ACCEPTED_ON_L2, 1815796
0x26866322dd66d9bd0dccd6709c04739386227cd35a4d2fd90a610af8f668a4b, ACCEPTED_ON_L2, 1815796
0x3083bb365e88cff5a9f5d0fbda88fc94e73b449e83db8811f2330fb0e76ec5f, ACCEPTED_ON_L2, 1815796
0x1b1baef9c5911ea6b8c41510cbbd1ebb526c9cca07080bd984a0cba20e5458, ACCEPTED_ON_L2, 1815796
0x1c6cb2305c4969d88fb62687f527545d8926900f518ea4750eea8033bc96ef2, ACCEPTED_ON_L2, 1815797
0x4a55dacc6da17e3c2e9ecf1695de01aa936db6583e04b634e5f29488ad7d257, ACCEPTED_ON_L2, 1815797
0x66b88ad11a5e06daff8199dbad8ccd929ccff84b1296c62859f927c81f4c15b, ACCEPTED_ON_L2, 1815797
0x563d2d71d25cc3094c6a558d36e4817dc514c43d555c7abaa288e14b7d52eba, ACCEPTED_ON_L2, 1815797
0x2b0e46e494eba98d55a24a16e755b5d1e862d480ca0c52ce2173da3bead2fc2, ACCEPTED_ON_L2, 1815797
0x97ecc63fcd6bc1075350515bd6126a5c8d9b7cffc457bbc8abfbc33460f6a1, ACCEPTED_ON_L2, 1815798
0x63ce44bbca4ea781497b03acd6dcec423b75a9bf0929398810c940a0dc1d841, ACCEPTED_ON_L2, 1815798
0x52a4aa69bf2476be4ab7d53b615588eaa60150b73ef94007c172d05b1fe478c, ACCEPTED_ON_L2, 1815798
0x13b494f6e287002554957805255ed858a67070a6774867d1c19af5eb6daf78c, ACCEPTED_ON_L2, 1815798
0x1db500b29e9032f94480af7d18e322875c9597528715b469dbe70244043dc74, ACCEPTED_ON_L2, 1815798
0x56307e52ddfa05023fadc17bd361532a396a3bef94f35b264c9f5ed7471bd30, ACCEPTED_ON_L2, 1815799
0x70d739f5646014cf474b55932e9fe6705aa0de33ec272b6164cb412b791106f, ACCEPTED_ON_L2, 1815799
0x34e9b74b8b4e1226357ccd35cf301b1d91a53a4ea69f0bd60c78ddb946a5249, ACCEPTED_ON_L2, 1815799
0x772ea57b555f579b554f679ad1fca0331881dc8cfdd3c52ae179799b40eb2d3, ACCEPTED_ON_L2, 1815799
0x3c02671fb8909c582c5850cbb7b47d3c80929966d638ceb5336a92e954d7027, ACCEPTED_ON_L2, 1815799
0x6ec32f4586d2cbde64c4bb55853ffd2303dee7798b05634db3539ce45afd17f, ACCEPTED_ON_L2, 1815800
0x7a711d9511ba1b975d50a26782267bc65ea24225f38bb58108c640b6ab341e4, ACCEPTED_ON_L2, 1815800
0x6bce7f0715c086695f9de56c7c271ec9525889193a33064af5d76a1ce990087, ACCEPTED_ON_L2, 1815800
0x21d79594872f28e650729f0d820b74206c1644d10f61e1b61bce411e9bfef3b, ACCEPTED_ON_L2, 1815800
0x27951546e3c799eead42dc9bf71ef6d61d0648bf696ae1f557b397d72d14255, ACCEPTED_ON_L2, 1815800
0x3cfdeeeee27f25a4ca002fe16585db251c33d60d9992221747888038ee01867, ACCEPTED_ON_L2, 1815801
0x33f40121b12db2ca8cbfdea0cd2ad082277af609e2e2d3574791a2318e6e23b, ACCEPTED_ON_L2, 1815801
0x5a93910fef61ace90dec833ced90766a2bdfe2ae8cc370b39727d71a2995ff6, ACCEPTED_ON_L2, 1815801
0x493fd8a33cbbb121f7c1c1c97123783f00d70f885cee2ebac6bdc76abec557c, ACCEPTED_ON_L2, 1815801
0x12d859b3d749a5bdf0bc13e930b1a72d0461de635eff158f63f2869b347ba97, ACCEPTED_ON_L2, 1815801
0x39200f02f77eb0f11791b5987b26ec50623d53c27ce3e90f5e90cac9fbb7847, ACCEPTED_ON_L2, 1815801
0x4781b4eed4ce89a3a7ac3346cea41f74e7d8cba1c98af6b0e6ec3c68a92d95c, ACCEPTED_ON_L2, 1815802
0x127d4e21e2faa900c05c5c3cbfad15f883692f1edd67f4acebad77cc863345f, ACCEPTED_ON_L2, 1815802
0x2e796b2698311ce950453b02dfd6c97e92f2c2278b39cd92d0f22b8ae547d7f, ACCEPTED_ON_L2, 1815802
0x6d8b74a8733e18185cc274a308afe759a6e5306b6805f5b5369b4efd283e788, ACCEPTED_ON_L2, 1815802
0x44d57addff0fb97745884378be56b7f94ab6154c34c954f4c78aa4ba909ce24, ACCEPTED_ON_L2, 1815802
0x5eacfa4a0b76da6d96b03dd76e5b8038e04907e2729c039b6502579c602b417, ACCEPTED_ON_L2, 1815803

Confermate: 128/128
Blocchi unici L2: 27, Intervallo: 27
  Blocco 1815777: 5 tx
  Blocco 1815778: 6 tx
  Blocco 1815779: 5 tx
  Blocco 1815780: 5 tx
  Blocco 1815781: 5 tx
  Blocco 1815782: 5 tx
  Blocco 1815783: 5 tx
  Blocco 1815784: 5 tx
  Blocco 1815785: 6 tx
  Blocco 1815786: 5 tx
  Blocco 1815787: 5 tx
  Blocco 1815788: 5 tx
  Blocco 1815789: 2 tx
  Blocco 1815790: 1 tx
  Blocco 1815791: 5 tx
  Blocco 1815792: 5 tx
  Blocco 1815793: 6 tx
  Blocco 1815794: 5 tx
  Blocco 1815795: 5 tx
  Blocco 1815796: 5 tx
  Blocco 1815797: 5 tx
  Blocco 1815798: 5 tx
  Blocco 1815799: 5 tx
  Blocco 1815800: 5 tx
  Blocco 1815801: 6 tx
  Blocco 1815802: 5 tx
  Blocco 1815803: 1 tx
Durata batch (s): 142.7


Blocco 1815777-1815779 in
L1 TXN Hash:
0x7c4e79cb9fae42e28ca9a5cc8cab553605d63d6b8b3fe19adc20a896bc9d246d
L1 Block Number:
9107428

Blocco 1815780-1815803 in
L1 TXN:
0xad6ab99f1b8a4c8c35684d372635e4ab731551c6916ee49047f9158a0c51f394
L1 Block Number:
9107478

03:42:12 mattino
23:05:12 sera 

03:52:12 mattino
23:07:16 sera
